seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	
461.96  	-46.10  	1.72    	136.82  	-48.20  	3.27    	127.45  	2.67    	-       	
462.00  	-46.16  	1.71    	136.60  	-48.21  	3.27    	127.53  	2.68    	-       	
462.04  	-46.23  	1.74    	137.02  	-48.21  	3.27    	127.62  	2.61    	-       	
462.07  	-32.04  	1.47    	201.84  	-48.21  	3.27    	127.69  	2.81    	-       	
462.12  	-30.43  	4.33    	212.48  	-48.21  	3.27    	127.76  	2.63    	-       	
462.17  	-30.66  	4.75    	213.33  	-48.21  	3.27    	127.86  	2.70    	-       	
462.21  	-30.15  	4.62    	212.83  	-48.21  	3.27    	127.96  	2.74    	-       	
462.26  	-29.98  	4.28    	212.13  	-48.21  	3.27    	128.04  	2.68    	-       	
462.30  	-29.85  	4.36    	212.18  	-48.21  	3.27    	128.13  	2.65    	-       	
462.35  	-29.81  	4.49    	212.39  	-48.21  	3.27    	128.22  	2.65    	-       	
462.39  	-30.07  	4.59    	212.73  	-48.21  	3.27    	128.31  	2.65    	-       	
462.44  	-29.30  	5.16    	213.30  	-48.21  	3.27    	128.40  	2.63    	-       	
462.49  	-29.63  	5.60    	214.22  	-48.21  	3.27    	128.50  	2.64    	-       	
462.54  	-29.46  	5.97    	214.49  	-48.20  	3.27    	128.60  	2.65    	-       	
462.58  	-29.26  	5.78    	214.38  	-48.20  	3.27    	128.70  	2.65    	-       	
462.63  	-36.67  	1.54    	208.47  	-48.20  	3.27    	128.78  	2.64    	-       	
462.67  	-37.71  	1.33    	207.81  	-48.19  	3.27    	128.88  	2.70    	-       	
462.71  	-33.35  	1.36    	201.59  	-48.19  	3.27    	128.97  	2.73    	-       	
462.78  	-33.10  	1.39    	201.72  	-48.18  	3.27    	129.05  	2.75    	-       	
462.81  	-31.75  	1.34    	200.93  	-48.18  	3.27    	129.15  	2.76    	-       	
462.86  	-33.45  	1.60    	203.07  	-48.18  	3.27    	129.25  	2.78    	-       	
462.90  	-33.05  	1.56    	202.70  	-48.17  	3.27    	129.33  	2.80    	-       	
462.94  	-33.74  	1.58    	203.04  	-48.17  	3.27    	129.41  	2.83    	-       	
462.99  	-43.24  	1.86    	156.89  	-48.16  	3.27    	129.51  	2.81    	-       	
463.02  	-46.37  	1.80    	143.01  	-48.16  	3.27    	129.60  	2.74    	-       	
463.06  	-46.30  	1.83    	141.85  	-48.15  	3.27    	129.67  	2.73    	-       	
463.11  	-46.24  	1.82    	142.12  	-48.15  	3.27    	129.74  	2.78    	-       	
463.15  	-45.76  	1.79    	141.94  	-48.14  	3.27    	129.83  	2.79    	-       	
463.19  	-45.77  	1.80    	141.54  	-48.14  	3.27    	129.91  	2.77    	-       	
463.23  	-45.78  	1.80    	141.39  	-48.13  	3.27    	129.99  	2.77    	-       	
463.26  	-45.86  	1.80    	141.29  	-48.13  	3.27    	130.08  	2.77    	-       	
463.31  	-45.83  	1.80    	141.31  	-48.12  	3.27    	130.15  	2.77    	-       	
463.35  	-45.63  	1.79    	141.32  	-48.12  	3.27    	130.23  	2.79    	-       	
463.39  	-45.42  	1.77    	141.26  	-48.11  	3.27    	130.31  	2.80    	-       	
463.43  	-45.54  	1.78    	141.03  	-48.11  	3.27    	130.39  	2.79    	-       	
463.47  	-45.72  	1.79    	141.07  	-48.10  	3.27    	130.48  	2.78    	-       	
463.51  	-45.77  	1.79    	141.05  	-48.10  	3.27    	130.57  	2.78    	-       	
463.56  	-45.81  	1.79    	140.96  	-48.09  	3.28    	130.64  	2.74    	-       	
463.59  	-45.68  	1.79    	141.02  	-48.08  	3.28    	130.73  	2.71    	-       	
463.64  	-45.64  	1.78    	141.02  	-48.08  	3.28    	130.81  	2.70    	-       	
463.68  	-45.63  	1.78    	141.10  	-48.07  	3.28    	130.90  	2.71    	-       	
463.74  	-45.61  	1.78    	141.04  	-48.07  	3.28    	130.98  	2.70    	-       	
463.78  	-45.58  	1.78    	140.96  	-48.06  	3.28    	131.08  	2.65    	-       	
463.82  	-45.58  	1.78    	140.91  	-48.05  	3.28    	131.18  	2.65    	-       	
463.87  	-45.55  	1.77    	140.87  	-48.05  	3.28    	131.26  	2.64    	-       	
463.92  	-45.54  	1.77    	140.81  	-48.04  	3.28    	131.35  	2.63    	-       	
463.96  	-45.50  	1.77    	140.84  	-48.03  	3.28    	131.44  	2.66    	-       	
464.01  	-45.50  	1.77    	140.72  	-48.02  	3.28    	131.54  	2.67    	-       	
464.05  	-45.46  	1.77    	140.76  	-48.01  	3.28    	131.63  	2.67    	-       	
464.09  	-45.46  	1.77    	140.68  	-48.00  	3.28    	131.72  	2.67    	-       	
464.13  	-45.86  	1.80    	141.36  	-48.00  	3.27    	131.79  	2.72    	-       	
464.17  	-45.55  	1.78    	141.25  	-47.99  	3.28    	131.88  	2.64    	-       	
464.21  	-45.70  	1.79    	141.15  	-47.98  	3.29    	131.97  	2.64    	-       	
464.26  	-45.73  	1.79    	140.91  	-47.97  	3.29    	132.05  	2.63    	-       	
464.29  	-45.70  	1.79    	140.89  	-47.96  	3.30    	132.13  	2.62    	-       	
464.34  	-45.68  	1.78    	140.86  	-47.95  	3.30    	132.20  	2.62    	-       	
464.38  	-45.65  	1.78    	140.79  	-47.94  	3.31    	132.30  	2.61    	-       	
464.43  	-45.68  	1.78    	140.58  	-47.92  	3.32    	132.38  	2.60    	-       	
464.46  	-45.78  	1.78    	140.41  	-47.91  	3.32    	132.46  	2.59    	-       	
464.50  	-45.75  	1.78    	140.30  	-47.90  	3.33    	132.54  	2.59    	-       	
464.54  	-45.53  	1.77    	140.40  	-47.89  	3.34    	132.62  	2.59    	-       	
464.59  	-45.77  	1.78    	140.15  	-47.88  	3.34    	132.70  	2.58    	-       	
464.62  	-45.72  	1.78    	140.16  	-47.87  	3.35    	132.79  	2.56    	-       	
464.67  	-45.51  	1.76    	140.15  	-47.86  	3.36    	132.85  	2.54    	-       	
464.71  	-45.86  	1.78    	139.50  	-47.84  	3.36    	132.95  	2.53    	-       	
464.77  	-45.87  	1.77    	139.25  	-47.83  	3.37    	133.03  	2.55    	-       	
464.80  	-45.64  	1.76    	139.13  	-47.82  	3.37    	133.10  	2.57    	-       	
464.86  	-45.99  	1.77    	138.70  	-47.81  	3.38    	133.21  	2.59    	-       	
464.90  	-45.97  	1.77    	138.60  	-47.79  	3.38    	133.32  	2.57    	-       	
464.94  	-45.96  	1.77    	138.49  	-47.78  	3.39    	133.40  	2.56    	-       	
464.98  	-46.05  	1.77    	138.27  	-47.76  	3.39    	133.47  	2.56    	-       	
465.02  	-46.08  	1.77    	138.08  	-47.75  	3.39    	133.54  	2.58    	-       	
465.07  	-46.13  	1.77    	137.88  	-47.74  	3.40    	133.60  	2.60    	-       	
465.11  	-46.20  	1.77    	137.58  	-47.73  	3.40    	133.65  	2.61    	-       	
465.16  	-46.20  	1.76    	137.44  	-47.72  	3.40    	133.70  	2.63    	-       	
465.20  	-46.22  	1.75    	137.28  	-47.71  	3.40    	133.75  	2.58    	-       	
465.24  	-46.26  	1.74    	137.12  	-47.71  	3.40    	133.79  	2.60    	-       	
465.27  	-46.43  	1.72    	136.60  	-47.70  	3.40    	133.83  	2.65    	    Collectable Grabbed - Value: 3  Attached to Alien: True,     Current Score = 18	
465.31  	-46.40  	1.72    	136.61  	-47.69  	3.40    	133.85  	2.58    	-       	
465.35  	-46.37  	1.72    	136.60  	-47.69  	3.40    	133.88  	2.60    	-       	
465.39  	-46.41  	1.71    	136.54  	-47.68  	3.41    	133.91  	2.58    	-       	
465.43  	-46.43  	1.71    	136.52  	-47.68  	3.41    	133.93  	2.55    	-       	
465.47  	-46.46  	1.71    	136.50  	-47.68  	3.41    	133.95  	2.55    	-       	
465.51  	-46.45  	1.71    	136.47  	-47.67  	3.41    	133.97  	2.54    	-       	
465.55  	-46.43  	1.71    	136.44  	-47.67  	3.41    	133.98  	2.56    	-       	
465.60  	-46.43  	1.71    	136.42  	-47.67  	3.41    	134.00  	2.57    	-       	
465.64  	-46.42  	1.71    	136.41  	-47.67  	3.41    	134.01  	2.61    	-       	
465.68  	-46.42  	1.71    	136.40  	-47.66  	3.41    	134.03  	2.62    	-       	
465.72  	-46.42  	1.71    	136.40  	-47.66  	3.41    	134.04  	2.60    	-       	
465.77  	-46.42  	1.72    	136.58  	-47.66  	3.41    	134.05  	2.53    	-       	
465.81  	-46.21  	1.74    	137.03  	-47.66  	3.41    	134.06  	2.67    	-       	
465.84  	-46.19  	1.74    	137.04  	-47.66  	3.41    	134.06  	2.62    	-       	
465.89  	-46.17  	1.74    	137.08  	-47.66  	3.41    	134.07  	2.63    	-       	
465.93  	-46.18  	1.74    	137.11  	-47.66  	3.41    	134.08  	2.61    	-       	
465.98  	-46.19  	1.74    	137.13  	-47.66  	3.41    	134.08  	2.60    	-       	
466.02  	-46.19  	1.74    	137.14  	-47.66  	3.41    	134.09  	2.59    	-       	
466.07  	-46.16  	1.74    	137.12  	-47.66  	3.41    	134.10  	2.58    	-       	
466.11  	-46.16  	1.74    	137.12  	-47.66  	3.41    	134.10  	2.56    	-       	
466.15  	-45.76  	1.75    	137.95  	-47.66  	3.41    	134.10  	2.65    	-       	
466.19  	-43.17  	1.61    	142.85  	-47.66  	3.41    	134.11  	2.66    	-       	
466.23  	-41.49  	1.68    	146.29  	-47.66  	3.41    	134.11  	2.74    	-       	
466.27  	-40.87  	1.55    	147.95  	-47.66  	3.42    	134.11  	2.73    	-       	
466.31  	-40.61  	1.52    	148.40  	-47.66  	3.42    	134.12  	2.71    	-       	
466.35  	-40.43  	1.52    	148.65  	-47.66  	3.42    	134.12  	2.71    	-       	
466.40  	-19.73  	0.98    	182.43  	-47.66  	3.42    	134.12  	2.83    	-       	
466.44  	-22.66  	0.98    	177.06  	-47.66  	3.42    	134.12  	2.80    	-       	
466.48  	-21.23  	0.96    	179.48  	-47.65  	3.42    	134.12  	2.77    	-       	
466.53  	-20.98  	0.97    	179.76  	-47.65  	3.42    	134.12  	2.75    	-       	
466.56  	-18.72  	0.98    	183.71  	-47.65  	3.42    	134.12  	2.75    	-       	
466.61  	-15.03  	1.04    	182.43  	-47.65  	3.42    	134.13  	2.61    	-       	
466.65  	-6.40   	1.94    	180.44  	-47.65  	3.42    	134.13  	2.72    	-       	
466.70  	5.70    	2.42    	192.94  	-47.65  	3.42    	134.13  	2.81    	-       	
466.76  	5.45    	2.74    	193.07  	-47.65  	3.42    	134.13  	2.78    	    trial "prePRfrog4" stopped, trial, name: prePRfrog5 starting, current terrain: green,     trial "prePRfrog5" starting in environment "green"	
466.81  	5.51    	2.55    	193.01  	-47.65  	3.42    	134.13  	2.78    	-       	
466.85  	5.33    	2.53    	193.12  	-47.66  	3.42    	134.13  	2.77    	-       	
466.90  	5.07    	2.54    	193.28  	-47.66  	3.42    	134.13  	2.75    	-       	
466.95  	4.77    	2.56    	193.46  	-47.66  	3.42    	134.13  	2.73    	-       	
466.99  	4.72    	2.77    	193.50  	-47.66  	3.42    	134.13  	2.74    	-       	
467.03  	4.40    	4.01    	193.86  	-47.66  	3.42    	134.13  	2.82    	-       	
467.08  	3.80    	4.46    	194.59  	-47.66  	3.42    	134.13  	2.78    	-       	
467.13  	4.87    	4.43    	193.63  	-47.67  	3.42    	134.13  	2.77    	-       	
467.17  	12.67   	5.59    	208.65  	-47.67  	3.42    	134.13  	0.00    	-       	
467.22  	7.08    	6.41    	208.81  	-47.67  	3.43    	134.13  	0.00    	-       	
467.27  	-0.26   	7.29    	209.02  	-47.68  	3.43    	134.13  	0.00    	-       	
467.32  	-5.94   	9.17    	216.52  	-47.69  	3.43    	134.13  	0.00    	-       	
467.37  	-60.65  	7.03    	154.76  	-47.70  	3.43    	134.13  	2.87    	-       	
467.41  	-60.54  	7.29    	159.70  	-47.70  	3.43    	134.13  	2.71    	-       	
467.45  	-60.60  	6.97    	155.76  	-47.71  	3.44    	134.13  	2.81    	-       	
467.50  	-60.62  	7.37    	158.14  	-47.71  	3.44    	134.13  	2.73    	-       	
467.54  	-60.54  	7.33    	159.95  	-47.72  	3.44    	134.12  	2.82    	-       	
467.58  	-60.55  	7.20    	159.01  	-47.72  	3.44    	134.12  	2.83    	-       	
467.62  	-60.58  	7.33    	159.01  	-47.72  	3.44    	134.12  	2.80    	-       	
467.67  	-60.50  	7.65    	162.64  	-47.72  	3.44    	134.12  	2.77    	-       	
467.71  	-64.08  	9.06    	171.13  	-47.72  	3.44    	134.12  	2.72    	-       	
467.77  	-60.58  	7.67    	160.88  	-47.72  	3.44    	134.12  	2.73    	-       	
467.82  	-58.91  	16.74   	212.65  	-47.72  	3.44    	134.12  	2.64    	-       	
467.87  	-59.52  	19.63   	213.40  	-47.72  	3.44    	134.12  	2.74    	-       	
467.92  	0.00    	0.00    	0.00    	-47.72  	3.44    	134.12  	2.81    	-       	
467.96  	0.00    	0.00    	0.00    	-47.72  	3.44    	134.12  	2.77    	-       	
468.00  	0.00    	0.00    	0.00    	-47.72  	3.44    	134.12  	2.78    	-       	
468.05  	-51.15  	25.60   	242.12  	-47.72  	3.44    	134.12  	2.86    	-       	
468.09  	-44.00  	23.28   	233.47  	-47.72  	3.44    	134.12  	2.82    	-       	
468.14  	-43.99  	24.30   	234.18  	-47.72  	3.44    	134.12  	2.72    	-       	
468.18  	-44.62  	24.25   	235.84  	-47.72  	3.44    	134.12  	2.74    	-       	
468.23  	-44.54  	23.66   	234.25  	-47.72  	3.44    	134.12  	2.74    	-       	
468.27  	-44.72  	23.97   	235.82  	-47.72  	3.44    	134.12  	2.75    	-       	
468.31  	-44.33  	23.70   	234.08  	-47.71  	3.44    	134.13  	2.76    	-       	
468.36  	-44.07  	23.48   	233.67  	-47.71  	3.44    	134.13  	2.78    	-       	
468.40  	-38.71  	17.86   	229.56  	-47.71  	3.44    	134.13  	2.74    	-       	
468.45  	-35.67  	16.85   	227.81  	-47.71  	3.44    	134.13  	0.00    	-       	
468.50  	-33.54  	14.97   	218.58  	-47.71  	3.44    	134.13  	0.00    	-       	
468.54  	-44.76  	1.71    	153.50  	-47.71  	3.44    	134.13  	2.52    	-       	
468.58  	-44.40  	1.95    	158.72  	-47.70  	3.43    	134.13  	2.83    	-       	
468.62  	-44.56  	1.95    	157.45  	-47.70  	3.43    	134.13  	2.81    	-       	
468.66  	-44.97  	1.89    	156.62  	-47.69  	3.43    	134.13  	2.78    	-       	
468.71  	-44.75  	1.97    	158.45  	-47.69  	3.43    	134.13  	2.77    	-       	
468.77  	-45.40  	1.91    	156.76  	-47.70  	3.44    	134.22  	2.73    	-       	
468.81  	-44.44  	3.80    	214.62  	-47.70  	3.44    	134.31  	2.82    	-       	
468.86  	-45.84  	2.95    	214.18  	-47.71  	3.45    	134.42  	2.78    	-       	
468.91  	-46.80  	2.91    	214.21  	-47.72  	3.46    	134.52  	2.76    	-       	
468.95  	-47.44  	2.74    	214.53  	-47.73  	3.46    	134.61  	2.73    	-       	
469.00  	-54.26  	3.97    	159.94  	-47.74  	3.47    	134.69  	2.66    	-       	
469.05  	-61.26  	5.07    	152.57  	-47.77  	3.48    	134.78  	2.62    	-       	
469.10  	-62.73  	4.91    	152.63  	-47.80  	3.48    	134.87  	2.76    	-       	
469.15  	-62.90  	4.43    	152.56  	-47.85  	3.49    	134.95  	2.62    	-       	
469.20  	-68.91  	5.50    	153.14  	-47.91  	3.50    	135.04  	2.67    	-       	
469.25  	-78.19  	6.64    	147.61  	-47.98  	3.51    	135.12  	2.75    	-       	
469.29  	-75.71  	6.54    	149.30  	-48.04  	3.51    	135.18  	2.71    	-       	
469.34  	-74.82  	6.50    	150.04  	-48.11  	3.52    	135.24  	2.70    	-       	
469.39  	-138.78 	14.83   	163.01  	-48.18  	3.52    	135.29  	2.77    	-       	
469.44  	-88.40  	8.40    	146.05  	-48.26  	3.53    	135.35  	2.66    	-       	
469.50  	-113.52 	12.36   	159.80  	-48.34  	3.54    	135.40  	2.73    	-       	
469.55  	-137.59 	15.20   	163.52  	-48.44  	3.54    	135.47  	2.76    	-       	
469.60  	-135.62 	15.51   	167.48  	-48.52  	3.55    	135.52  	2.76    	-       	
469.65  	-135.44 	15.32   	166.53  	-48.61  	3.55    	135.57  	2.73    	-       	
469.70  	-135.71 	14.71   	164.14  	-48.69  	3.56    	135.62  	2.77    	-       	
469.75  	-137.11 	14.70   	163.62  	-48.77  	3.56    	135.66  	2.81    	-       	
469.80  	-76.98  	5.49    	141.67  	-48.86  	3.57    	135.71  	2.78    	-       	
469.85  	-78.13  	5.73    	141.76  	-48.95  	3.58    	135.75  	2.82    	-       	
469.91  	-78.90  	5.89    	141.66  	-49.04  	3.58    	135.79  	2.88    	-       	
469.96  	-77.63  	5.64    	141.77  	-49.14  	3.59    	135.84  	2.82    	-       	
470.01  	-77.98  	5.98    	143.98  	-49.23  	3.60    	135.87  	2.90    	-       	
470.06  	-68.38  	3.99    	142.41  	-49.33  	3.60    	135.91  	2.83    	-       	
470.10  	-62.75  	2.55    	141.39  	-49.42  	3.61    	135.95  	2.81    	-       	
470.14  	-62.47  	2.42    	141.17  	-49.50  	3.61    	135.98  	2.79    	-       	
470.18  	-62.57  	2.44    	141.39  	-49.58  	3.61    	136.01  	2.78    	-       	
470.24  	-62.19  	2.38    	140.56  	-49.66  	3.62    	136.04  	2.85    	-       	
470.28  	-62.03  	2.31    	140.42  	-49.76  	3.62    	136.08  	2.78    	-       	
470.32  	-62.33  	2.39    	140.92  	-49.84  	3.63    	136.11  	2.78    	-       	
470.36  	-62.43  	2.43    	141.02  	-49.91  	3.63    	136.14  	2.78    	-       	
470.41  	-62.49  	2.46    	141.05  	-49.99  	3.64    	136.17  	2.78    	-       	
470.45  	-62.47  	2.46    	141.01  	-50.07  	3.64    	136.20  	2.79    	-       	
470.50  	-61.79  	2.35    	139.54  	-50.15  	3.64    	136.23  	2.79    	-       	
470.54  	-62.33  	2.47    	140.56  	-50.24  	3.65    	136.26  	2.78    	-       	
470.58  	-62.19  	2.40    	140.46  	-50.32  	3.65    	136.29  	2.77    	-       	
470.62  	-62.25  	2.44    	140.46  	-50.40  	3.66    	136.32  	2.76    	-       	
470.67  	-62.26  	2.46    	140.39  	-50.47  	3.66    	136.35  	2.74    	-       	
470.71  	-62.32  	2.49    	140.41  	-50.55  	3.67    	136.38  	2.70    	-       	
470.77  	-62.14  	2.49    	139.89  	-50.64  	3.67    	136.41  	2.71    	-       	
470.81  	-62.90  	2.72    	141.03  	-50.72  	3.67    	136.45  	2.77    	-       	
470.85  	-60.64  	2.64    	141.84  	-50.81  	3.68    	136.49  	2.71    	-       	
470.90  	-60.69  	2.71    	142.20  	-50.89  	3.68    	136.52  	2.72    	-       	
470.94  	-60.97  	2.77    	142.68  	-50.98  	3.69    	136.56  	2.74    	-       	
470.98  	-60.67  	2.68    	142.49  	-51.05  	3.69    	136.59  	2.76    	-       	
471.04  	-60.64  	2.68    	142.36  	-51.12  	3.70    	136.63  	2.73    	-       	
471.08  	-61.26  	2.77    	142.04  	-51.23  	3.70    	136.68  	2.70    	-       	
471.12  	-60.92  	2.73    	142.91  	-51.32  	3.71    	136.72  	2.74    	-       	
471.17  	-61.10  	2.78    	143.07  	-51.39  	3.71    	136.76  	2.74    	-       	
471.22  	-61.34  	2.88    	142.88  	-51.48  	3.71    	136.80  	2.71    	-       	
471.27  	-61.09  	2.82    	142.53  	-51.57  	3.72    	136.85  	2.82    	-       	
471.31  	-61.57  	2.95    	143.05  	-51.64  	3.72    	136.89  	2.79    	-       	
471.36  	-61.23  	2.83    	143.07  	-51.70  	3.73    	136.93  	0.00    	-       	
471.40  	-60.87  	2.70    	143.10  	-51.76  	3.73    	136.96  	0.00    	-       	
471.44  	-60.43  	2.53    	143.10  	-51.82  	3.73    	136.99  	0.00    	-       	
471.49  	-59.51  	2.44    	142.80  	-51.86  	3.73    	137.02  	0.00    	-       	
471.53  	-60.89  	2.66    	143.50  	-51.90  	3.73    	137.04  	3.00    	-       	
471.58  	-59.92  	2.46    	143.42  	-51.93  	3.73    	137.06  	0.00    	-       	
471.62  	-57.26  	2.44    	142.10  	-51.96  	3.73    	137.09  	0.00    	-       	
471.67  	-55.29  	2.39    	141.15  	-51.99  	3.73    	137.11  	0.00    	-       	
471.70  	-54.56  	2.33    	140.98  	-52.01  	3.72    	137.13  	0.00    	-       	
471.75  	-52.04  	2.02    	138.61  	-52.03  	3.72    	137.14  	2.40    	-       	
471.80  	-51.74  	2.03    	138.87  	-52.04  	3.72    	137.16  	2.70    	-       	
471.85  	-51.78  	2.03    	138.86  	-52.06  	3.72    	137.17  	2.98    	-       	
471.89  	-51.78  	2.03    	138.82  	-52.08  	3.72    	137.19  	2.94    	-       	
471.93  	-52.02  	2.02    	138.58  	-52.09  	3.72    	137.20  	2.25    	-       	
471.99  	-51.94  	2.02    	138.68  	-52.10  	3.72    	137.21  	2.53    	-       	
472.04  	-52.56  	2.06    	138.60  	-52.12  	3.72    	137.22  	2.75    	-       	
472.08  	-52.41  	2.05    	138.62  	-52.13  	3.72    	137.23  	2.75    	-       	
472.13  	-52.35  	2.05    	138.77  	-52.14  	3.72    	137.24  	2.78    	-       	
472.17  	-52.36  	2.05    	138.74  	-52.15  	3.72    	137.25  	2.72    	-       	
472.21  	-53.15  	2.08    	138.23  	-52.16  	3.72    	137.25  	2.49    	-       	
472.27  	-52.94  	2.08    	138.45  	-52.17  	3.72    	137.25  	2.58    	-       	
472.32  	-53.06  	2.09    	138.48  	-52.19  	3.73    	137.25  	2.63    	-       	
472.35  	-53.11  	2.09    	138.52  	-52.20  	3.73    	137.26  	2.77    	-       	
472.39  	-53.08  	2.09    	138.47  	-52.20  	3.73    	137.26  	2.64    	-       	
472.42  	-53.17  	2.09    	138.33  	-52.21  	3.73    	137.26  	2.69    	-       	
472.47  	-53.11  	2.09    	138.37  	-52.22  	3.73    	137.26  	2.64    	-       	
472.51  	-53.13  	2.09    	138.36  	-52.22  	3.73    	137.26  	2.68    	-       	
472.55  	-53.15  	2.09    	138.36  	-52.23  	3.73    	137.26  	2.69    	-       	
472.60  	-53.09  	2.08    	138.36  	-52.23  	3.73    	137.26  	2.66    	-       	
472.63  	-53.36  	2.09    	138.11  	-52.24  	3.74    	137.26  	2.69    	-       	
472.68  	-53.47  	2.10    	138.14  	-52.25  	3.74    	137.26  	0.00    	-       	
472.71  	-53.70  	2.12    	138.18  	-52.25  	3.75    	137.26  	0.00    	-       	
472.77  	-53.92  	2.14    	138.22  	-52.26  	3.75    	137.26  	0.00    	-       	
472.82  	-54.22  	2.15    	138.23  	-52.26  	3.76    	137.25  	0.00    	-       	
472.88  	-76.04  	5.25    	142.17  	-52.27  	3.77    	137.25  	2.86    	-       	
472.93  	-76.22  	5.30    	141.99  	-52.27  	3.77    	137.24  	2.83    	-       	
472.98  	-74.63  	4.71    	140.96  	-52.27  	3.77    	137.23  	2.67    	-       	
473.02  	-74.13  	4.55    	140.61  	-52.27  	3.78    	137.23  	2.72    	-       	
473.08  	-73.27  	4.64    	142.23  	-52.27  	3.78    	137.22  	2.76    	-       	
473.14  	-73.34  	4.47    	141.09  	-52.27  	3.78    	137.22  	2.78    	-       	
473.18  	-85.91  	7.74    	146.45  	-52.27  	3.78    	137.22  	2.77    	-       	
473.23  	-80.42  	6.90    	146.02  	-52.27  	3.78    	137.22  	2.74    	-       	
473.27  	-136.85 	13.71   	163.54  	-52.27  	3.78    	137.22  	2.73    	-       	
473.33  	-137.34 	13.86   	163.37  	-52.27  	3.78    	137.22  	2.72    	-       	
473.37  	-84.88  	7.51    	146.40  	-52.27  	3.78    	137.22  	2.70    	-       	
473.43  	-80.50  	7.12    	148.36  	-52.27  	3.78    	137.22  	2.60    	-       	
473.47  	-78.95  	7.04    	148.56  	-52.27  	3.78    	137.23  	2.66    	-       	
473.52  	-77.39  	6.79    	148.70  	-52.27  	3.78    	137.23  	2.63    	-       	
473.58  	-77.67  	6.69    	148.29  	-52.27  	3.78    	137.23  	2.63    	-       	
473.63  	-76.56  	6.38    	148.57  	-52.27  	3.78    	137.23  	2.63    	-       	
473.68  	-84.18  	7.04    	143.01  	-52.27  	3.78    	137.24  	2.64    	-       	
473.73  	-85.58  	7.37    	142.82  	-52.27  	3.78    	137.24  	2.69    	-       	
473.78  	-85.84  	7.60    	142.78  	-52.26  	3.78    	137.24  	2.71    	-       	
473.84  	-85.81  	7.59    	142.79  	-52.26  	3.78    	137.24  	2.78    	-       	
473.90  	-86.51  	7.61    	142.20  	-52.26  	3.78    	137.24  	2.80    	-       	
473.95  	-86.21  	7.86    	143.21  	-52.26  	3.78    	137.24  	2.84    	-       	
474.00  	-86.02  	7.78    	143.06  	-52.26  	3.78    	137.24  	2.86    	-       	
474.06  	-86.15  	7.66    	142.61  	-52.26  	3.78    	137.24  	2.89    	-       	
474.12  	-78.00  	6.47    	146.92  	-52.26  	3.78    	137.24  	3.01    	-       	
474.17  	-78.21  	6.61    	147.42  	-52.26  	3.78    	137.24  	2.97    	-       	
474.22  	-78.23  	6.64    	147.57  	-52.26  	3.78    	137.24  	2.93    	-       	
474.27  	-78.42  	6.63    	147.38  	-52.26  	3.78    	137.24  	2.79    	-       	
474.31  	-76.79  	6.24    	146.84  	-52.26  	3.78    	137.25  	2.66    	-       	
474.35  	-77.20  	6.35    	147.05  	-52.26  	3.79    	137.25  	2.68    	-       	
474.40  	-78.32  	6.60    	147.28  	-52.26  	3.79    	137.25  	2.69    	-       	
474.45  	-78.98  	6.72    	147.29  	-52.26  	3.79    	137.25  	2.69    	-       	
474.50  	-81.26  	7.32    	148.81  	-52.26  	3.79    	137.25  	0.00    	-       	
474.55  	-82.72  	7.86    	150.18  	-52.25  	3.79    	137.25  	0.00    	-       	
474.59  	-110.79 	12.05   	163.15  	-52.25  	3.79    	137.25  	0.00    	-       	
474.64  	-81.47  	8.03    	150.54  	-52.25  	3.79    	137.25  	0.00    	-       	
474.69  	-76.17  	5.83    	145.30  	-52.25  	3.79    	137.25  	2.67    	-       	
474.75  	-76.96  	6.40    	147.54  	-52.25  	3.79    	137.25  	2.69    	-       	
474.80  	-76.79  	6.37    	147.52  	-52.25  	3.79    	137.25  	2.74    	-       	
474.85  	-76.95  	6.37    	147.39  	-52.25  	3.79    	137.25  	2.76    	-       	
474.90  	-77.99  	6.31    	146.13  	-52.25  	3.79    	137.25  	2.80    	-       	
474.94  	-77.42  	6.45    	147.35  	-52.25  	3.79    	137.25  	2.83    	-       	
475.00  	-77.49  	6.60    	148.17  	-52.25  	3.79    	137.25  	2.85    	-       	
475.05  	-76.91  	6.34    	147.27  	-52.25  	3.79    	137.25  	2.84    	-       	
475.10  	-76.85  	6.33    	147.28  	-52.25  	3.79    	137.25  	2.84    	-       	
475.14  	-65.09  	3.59    	142.06  	-52.25  	3.79    	137.25  	2.69    	-       	
475.19  	-65.32  	3.63    	142.00  	-52.26  	3.79    	137.25  	2.70    	-       	
475.23  	-65.20  	3.61    	142.12  	-52.26  	3.79    	137.25  	2.70    	-       	
475.27  	-65.09  	3.57    	141.76  	-52.26  	3.79    	137.25  	2.70    	-       	
475.31  	-65.30  	3.64    	142.16  	-52.26  	3.79    	137.25  	2.69    	-       	
475.35  	-65.06  	3.56    	141.73  	-52.26  	3.79    	137.25  	2.69    	-       	
475.39  	-62.07  	2.50    	139.67  	-52.26  	3.79    	137.25  	2.68    	-       	
475.43  	-61.59  	2.23    	139.54  	-52.26  	3.79    	137.25  	2.67    	-       	
475.47  	-61.89  	2.29    	140.10  	-52.26  	3.79    	137.25  	2.66    	-       	
475.51  	-61.93  	2.31    	140.16  	-52.26  	3.79    	137.25  	2.68    	-       	
475.55  	-61.78  	2.26    	139.94  	-52.26  	3.79    	137.25  	2.67    	-       	
